PC1,PC2
-13.3531685,-5.5381007
10.062227,-0.5801475
10.278775,-0.76533264
10.442561,0.25833836
-13.035896,2.2488952
-19.54592,-17.695492
9.526477,0.038667787
9.662631,0.20417108
8.464095,0.33533427
-22.312218,-22.184557
8.491919,-0.17895652
8.398147,0.65032476
3.2575245,-0.23139432
-6.3075128,-5.3297825
7.9059634,-1.0369188
8.991029,0.65024006
7.097575,0.1524041
9.927728,0.32841668
-5.8718266,13.604534
8.2918005,0.17355457
7.757127,-0.85492337
-7.7110505,13.574643
9.723057,-0.026556112
9.884178,0.15384334
6.073497,-0.017978765
10.335381,0.4671835
9.083911,0.8291712
8.05411,-0.60403997
-21.154697,17.224226
-33.789276,26.279913
7.727027,-0.38889197
8.647222,-0.71254355
9.395387,0.95584714
-31.319757,-24.23954
9.491548,-0.24258907
8.904894,0.02761594
7.2246532,0.19233021
7.743683,0.08371115
8.665296,-0.015249509
9.85414,-0.6633258
8.844767,-0.34562373
10.408973,0.25336865
8.122073,-0.32843167
-31.610262,17.174074
-7.881631,1.6659558
9.115215,1.222281
-5.6806035,-3.1595957
8.82784,0.4941023
-11.311372,12.688362
-18.901312,17.18432
7.9410915,-0.462341
9.196555,-0.4371495
9.205319,-0.7669889
7.5340633,-0.19809765
-23.17171,20.912537
-22.097822,24.01294
9.709591,-0.021396704
8.626936,-0.38257393
-25.465446,-20.136738
7.2582397,-0.043886587
-23.052643,15.976764
10.977045,0.09587546
9.983931,-0.095669754
-18.765356,-15.112643
7.571856,-0.50475943
-23.513235,-19.333994
9.996042,-0.62249327
8.159661,-0.072575614
8.147988,-0.20666215
10.191427,-0.25381184
-13.528055,11.942194
0.18163703,5.8466125
9.176795,0.052683502
-31.026232,11.085755
9.162001,-0.36209384
8.659725,-0.719555
8.940133,-0.33082798
10.384304,0.71998906
10.483447,-0.39722273
-17.735773,17.122877
-27.631916,-29.984007
9.69002,0.30626792
7.8746924,-0.4584598
5.5693984,0.22137801
8.461853,-0.04914205
10.075254,-0.8244035
-19.067585,21.019098
9.582774,-0.19547187
8.739488,-0.014005782
-22.466507,-21.345268
8.934023,-0.06804331
9.412322,-0.13871479
10.211021,-0.7783577
-16.014816,-11.333171
-15.237262,-10.840693
-10.102535,-1.1187744
9.339944,-0.584669
8.594498,-0.26149428
8.947997,0.31264734
9.025857,-0.48230174
8.012652,0.24340536
7.2424374,-0.38338447
-28.664713,25.690426
6.9627643,-0.8894362
8.424062,-0.7906237
-24.698595,-22.217047
9.310118,0.08535449
10.3492985,0.4812964
7.484492,-0.70655435
10.380748,-0.39552495
-16.7632,-13.337415
7.161049,0.44739476
9.774151,0.9264115
8.702498,0.009252945
9.3554735,0.0050222045
-9.6926565,11.746918
7.2505965,-0.19028495
7.049257,0.17740084
9.234801,-0.04326579
5.9428115,-1.2143075
5.7164626,0.054404736
-26.675146,18.21038
8.513242,-0.6559511
6.75586,0.4557516
-24.844671,-19.501492
6.7571206,-0.32252738
8.900913,-0.60245466
-21.67176,-17.40549
8.336239,-1.0049382
8.356173,-0.8229995
-14.896,14.181536
8.459987,0.64763415
-25.908983,-27.937637
1.8960695,1.4395721
6.0373435,0.0023376087
-7.1729546,-6.951439
8.203106,-0.8061936
8.557182,-0.6134457
8.045842,-0.8714973
9.032446,0.09690716
-25.210066,13.533765
8.375595,-0.4476266
9.721922,0.3220104
-12.172062,-10.785194
8.617499,-0.55303824
7.1680803,0.29232317
-26.676954,18.78167
8.546326,0.04741683
10.096401,-0.3206658
8.645408,-1.0957603
-17.921444,14.891311
4.6338778,0.7732302
9.50899,0.62051404
-22.104366,-18.260996
-15.884364,12.965922
10.396256,-0.099906676
-24.17123,15.622618
-14.832175,1.7126474
-12.322713,-6.386668
10.556405,-0.10049582
9.938252,-0.5002075
8.736941,-0.036647316
10.778059,0.31787938
9.531762,-0.5798849
7.75192,-0.75024503
9.093783,-0.15360361
6.2320895,1.7158872
8.465019,0.23427482
-6.1399183,8.90473
-5.0063143,12.4359255
8.14136,-0.4726175
9.223793,-0.9436152
-11.992586,13.706891
8.259262,-0.21867411
6.8703723,0.99458975
9.278419,0.12895352
6.0056534,-0.80932534
8.612107,0.1369917
5.6956897,-0.6361351
9.73494,0.044085935
9.045062,-0.09837662
6.0469136,-2.4548995
8.974787,-0.37935197
-16.777851,-14.712748
-36.068123,23.253263
-13.085943,13.46803
9.701783,0.18349135
-34.495014,-27.658842
9.1364355,1.0467191
-35.822617,24.093233
-16.613054,-11.549626
9.175411,0.76813763
8.13613,0.063336894
-21.936792,-18.600222
-19.33142,22.346216
-14.0893,12.64092
9.635957,0.03746342
-22.566944,-16.982048
8.143439,1.9209967
10.465,0.33328745
-22.164532,18.315758
9.305125,-0.13751122
9.019782,-0.49077168
9.158246,-0.21040422
7.9326982,-0.24478222
-21.818178,17.474539
-19.452871,-15.450192
7.904763,-0.8713131
7.6310644,-0.70863885
3.0742753,-1.568295
7.867189,-0.24288243
-19.656563,-17.788794
9.106574,0.044145986
10.587582,-0.092680655
4.5345387,-0.33809504
-15.827953,-11.546862
-25.535528,-18.298601
8.575082,1.1155411
-29.590466,32.15632
9.092563,-0.054073736
10.091451,-0.38794255
-18.845427,16.420351
8.728366,-0.09716762
9.332262,0.6468944
7.608634,-1.0505124
11.123554,0.072470956
-19.8579,-15.819462
6.7074566,-0.7793639
8.212685,-0.8065978
-24.965836,-18.143307
8.191914,-0.40681812
